NER_DATA,TAG
ಷಣ್ಮುಖ,I-FUN
ನಮಸ್ಕಾರ,I-FUN
ಕಾರ್ಯಕ್ರಮ,I-FUN
ನಡತ್ಂಡ್.,O
*,O
ವ್ಯವಸ್ಥಾಪನಾ,B-ROL
ಸಮಿತಿದ,I-ROL
ಅಧ್ಯಕ್ಷೆರ್,I-ROL
ಮೋಹನ್,B-PER
ರಾಮ್,I-PER
ಎಸ್,B-ORG
ಸುಳ್ಳಿ,I-ORG
ಅನುಗ್ರಹ,I-ORG
ಎಜುಕೇಶನ್,I-ORG
ಸುಬ್ರಹ್ಮಣ್ಯ,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
ದ,I-ORG
ಯೋಗೀಶ್,B-PER
ಆಚಾರ್ಯ,I-PER
ಎಸ್.ಪಿ.ವೈ.ಎಸ್.ಎಸ್,B-GPE
ತಾಲೂಕು,I-GPE
ಸಂಚಾಲಕೆರ್,B-ROL
ನಯನ,B-PER
ಬಂಟ್ವಾಳಯೋಗ,B-ORG
ಶಿಕ್ಷಕೆರ್,B-ROL
ಆನಂದ,B-PER
ಕುಂಟಿನಿ,I-PER
ಉಬಾರ್,B-LOC
ತುಡರ್,O
ಅರ್ಲಾದ್,O
ಲೇಸ್,B-FUN
ದ,I-FUN
ಉದಿಪನ,O
ಮಲ್ತೆರ್.,O
*,O
ಮೈತ್ರಿ,B-ROL
ಯೋಗ,I-ROL
ಶಿಕ್ಷಕೆರ್,I-ROL
ವಿಟ್ಲ,B-LOC
ಶಾಖೆ,B-ORG
ಮೇರ್,O
Read,O
more…17,O
ವಸಾಯಿ,B-ORG
ಸಾರ್ವಜನಿಕ,I-ORG
ಶ್ರೀ,I-ORG
ಶನೀಶ್ವರ,I-ORG
ಸೇವಾ,I-ORG
ಸಮಿತಿ,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಮುತಾಲಿಕೆಡ್,O
ಭಜನಾ,B-FUN
ಕಾರ್ಯಕ್ರಮ,I-FUN
ಜ.14,B-DATE
ವಸಾಯಿದ,O
ಹನುಮಾನ್,B-PER
ಮಂದಿರದ,B-ORG
ಹಾಲ್,I-ORG
ಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಬೊಳ್ಳಿ,I-FUN
ಪರ್ಬದ,I-FUN
ಲೆಕ್ಕೊಡು,O
ಬೇತೆ,O
ಬೇತೆ,O
ಭಜನಾ,B-FUN
ಮಂಡಳಿದಕ್ಲೆರ್ದ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
18,B-NUM
ಮುಲ್ಕಿ,B-LOC
ಪುಗರ್ತೆದ,O
ಛಾಯಚಿತ್ರಗಾರೆರ್,B-ROL
ಚಿತ್ರಾಲಯ,O
ಸ್ಟುಡಿಯೋದ,O
ಧಣಿ,O
ದಿ.,O
*,O
ಜಯಶೀಲ,B-PER
ಸನಿಲ್,I-PER
ಮೇರ್ನ,I-PER
ಬುಡೆದಿ,I-PER
ಮುಲ್ಕಿ,B-LOC
ಪಂಚಮಹಲ್,I-LOC
ರೋಡ್,I-LOC
ಲಕ್ಷ್ಮೀ,B-PER
ನಿವಾಸದ,O
ಯಶೋಧ,B-PER
ಜಯಶ್ರೀ,I-PER
ಸನಿಲ್,I-PER
-70,B-NUM
ಹುಷಾರ್,O
ದಾಂತೆ,O
ಸನಿವಾರ,B-DATE
ದೇವೆರೆ,O
ಪಾದ,O
ಸೇರಿಯೆರ್.,O
*,O
ಮೆರೆಗ್,O
ಪತ್ರಕರ್ತೆರಾಯಿನ,B-ROL
ಭಾಗ್ಯವಾನ್,B-FAM
ಸನಿಲ್,I-FAM
ಸೇರ್ದ್,I-FAM
ರಡ್ಡ್,B-NUM
ಮಗನಕುಲು,B-FAM
ಒರ್ತಿ,I-FAM
ಮಗಲ್,I-FAM
ಉಲ್ಲೆರ್.,O
*,O
19,B-NUM
ತುಳುನಾಡ್,B-LOC
ದ,I-LOC
ಪುಗರ್ತೆದ,O
ಯಕ್ಷಗಾನ,B-ROL
ಪ್ರಸಂಗಕರ್ತೆರ್,I-ROL
ಸಂಶೋಧಕೆರ್,I-ROL
ಅನುವಾದಕೆರ್,I-ROL
ವಿಮರ್ಶಕೆರ್,I-ROL
ಜಾನಪದ,I-ROL
ತಜ್ಞೆರ್,I-ROL
ಕವಿ,I-ROL
ಕಥೆಗಾರೆರ್,I-ROL
ಅಮೃತ,B-PER
ಸೋಮೇಶ್ವರ,I-PER
-89,B-NUM
ಮೇರ್,O
ನನ,O
ನಂಕ್ಕ್,O
ನೆಂಪು,O
ಮಾತ್ರ.,O
*,O
ಆರ್,B-PER
ಶನಿಯಾರ,B-DATE
ಅರೆನ,B-PER
ಇಲ್ಲಡ್,O
ದೇವೆರೆ,O
ಪಾದೊ,O
ಸೇರಿಯೆರ್.,O
*,O
ದಕ್ಷಿಣ,B-GPE
ಕನ್ನಡ,I-GPE
ಜಿಲ್ಲೆದ,I-GPE
ಕೋಟೆಕಾರು,B-LOC
ಕೈತಲ್ದ,O
ಅಡ್ಯ,B-LOC
ಪನ್ಪುನಲ್ಪ,O
1953,B-NUM
ಸೆಪ್ಟಂಬರ್,B-DATE
27,B-NUM
ದಾನಿ,O
ಅಮೃತ,B-PER
ಸೋಮೇಶ್ವರ,I-PER
ಪುಟ್ಟಿಯೆರ್.,I-PER
*,O
ಸುರುತ,O
ಶಿಕ್ಷಣನ್,B-ACD
ಕೋಟೆಕಾರ್,B-LOC
ದ,I-LOC
ಸ್ಟೆಲ್ಲಾ,B-ORG
ಮೇರಿ,I-ORG
ಕಾನ್ವೆಂಟ್ಡ್,I-ORG
ಮುಗಿಪಾದ್,O
ಬೊಕ್ಕ,O
Read,O
more…20,O
ಕುಡ್ಲ,B-LOC
ತುಳುನಾಡ,I-LOC
ಮಲ್ಲ,O
ಬೊಳ್ಳಿ,O
ಅಮೃತ್,B-PER
ಸೋಮೇಶ್ವರ್,I-PER
ಇನಿ,O
ಕಾಂಡೆ,O
ದೇವೆರೊ,O
ಪಾದ,O
ಸೇರಿಯೆರ್.,O
*,O
ತುಳುನಾಡ್,B-LOC
ದ,I-LOC
ಒರಿ,O
ಪುಗರ್ತೆದ,O
ಸಾಹಿತಿ,B-ENT
ಅತ್ತಂದೆ,O
ಜಾನಪದ,B-ENT
ವಿದ್ವಾಂಸೆರ್,I-ENT
ತುಳುಟು,O
ತಂಬಿಲ,O
ರಂಗೀತ,O
ಪನ್ಪಿನ,O
ಕವನ,O
ಸಂಕಲನ,O
ಸುಮಾರ್,O
ನಾಟಕೊಲು,O
ಅನುವಾದ,O
ಗ್ರಂಥೊಲು,O
ಪಾಡ್ದನ,O
ಸಂಗ್ರಹ,O
ತುಳು,O
ಜಾನಪದ,O
ಲೇಖನೊಲು,O
ಯಕ್ಷಗಾನ,O
ಗ್ರಂಥೊಲೆನ್,O
ಬರೆತೆರ್.,O
*,O
21,B-NUM
ಕಟೀಲ್,B-LOC
ಶ್ರೀ,B-ORG
ದುರ್ಗಾಪರಮೇಶ್ವರೀ,I-ORG
ಪ್ರಸಾದಿತ,I-ORG
ದಶಾವತಾರ,I-ORG
ಯಕ್ಷಗಾನ,I-ORG
ಮಂಡಳಿದಕ್ಲೆರ್ದ್,I-ORG
ಶ್ರೀ,B-ENT
ದೇವಿ,I-ENT
ಮಹಾತ್ಮೆ,I-ENT
ಯಕ್ಷಗಾನ,I-ENT
ಜ.9,B-DATE
ಕ್ಕ್,I-DATE
ಕೊಲ್ಯ,B-LOC
ಸಾರಸ್ವತ,O
ಕಾಲೊನಿಡ್,B-GPE
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಆಟ,B-ENT
ದೇವಿಕಾ,B-PER
ಬೊಕ್ಕ,O
ಸೌಂದರ್ಯ,B-PER
ರಮೇಶ್,I-PER
ಬೊಕ್ಕ,O
ಜೋಕ್ಲೆನ,B-FAM
ಸೇವೆದಾಟ,O
ಆತ್ಂಡ್.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,I-FUN
ಮಾತೆರ್ಲಾ,O
ಪಾಲ್,O
ಪಡೆದ್,O
ಈ,O
ಲೇಸ್,B-FUN
ನ್,I-FUN
ಪೊರ್ಲು,O
ಮಲ್ತ್,O
ದ್,O
ಕೊರೊಡು,O
ಪಂದ್,O
ಲೆಪ್ಪೋಲೆಡ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
22,B-NUM
ಬೆಂಗ್ಲೂರು,B-LOC
ರಾಜ್ಯಡ್,B-GPE
ಕುಡ,O
ಬರ್ಸ,O
ಸುರು,O
ಆಯಿರ್ನೆದಾವೆರ,O
ರಾಜ್ಯದ,B-GPE
ಒಟ್ಟು,O
6,B-NUM
ಜಿಲ್ಲೆಗ್,B-GPE
ಹವಾಮಾನ,B-ORG
ಇಲಾಖೆ,I-ORG
ಯೆಲ್ಲೋ,O
ಅಲರ್ಟ್,O
ಘೋಷಣೆ,O
ಮಲ್ದ್ಂಡ್.,O
*,O
ನನ,O
2,B-NUM
ದಿನ,O
ಕರ್ನಾಟಕದ,O
ಸುಮಾರ್,O
ಕಡೆಟ್ಟ್,O
ಭಾರಿ,O
ಬರ್ಸ,O
ಬರಿಯೆರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಬಗೆಟ್ಟ್,O
ದಕ್ಷಿಣ,B-GPE
ಕನ್ನಡ,I-GPE
ಒಡಿಪು,B-LOC
ಮಂಡ್ಯ,I-LOC
ಮೈಸೂರು,I-LOC
ಚಿಕ್ಕಮಗಳೂರು,I-LOC
ಬೊಕ್ಕ,O
ಹಾಸನ,B-LOC
ಸೇರಿನಂಚೆನೆ,O
ಆಜಿ,B-NUM
ಜಿಲ್ಲೆಗ್,B-GPE
ಯೆಲ್ಲೋ,O
ಅಲರ್ಟ್,O
ಎಚ್ಚರಿಕೆ,O
ಕೊರ್ತುಂಡು.,O
*,O
23,B-NUM
ಉಳ್ಳಾಲ,B-LOC
ತೊಕ್ಕೊಟ್ಟು,I-LOC
ಶ್ರೀ,B-ORG
ಸಾಯಿ,I-ORG
ಪರಿವಾರ್,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಮುತಾಲಿಕೆಡ್,O
ಅಯೋಧ್ಯೆ,B-LOC
ಶ್ರೀ,B-ORG
ರಾಮ,I-ORG
ಮಂದಿರದ,I-ORG
ಉದಿಪನದ,B-FUN
ಲೆಕ್ಕೊಡು,O
ಹೈಸ್ಕೂಲ್,B-ORG
ಬೊಕ್ಕ,O
ಪದವಿ,B-ORG
ಪೂರ್ವ,I-ORG
ಕಲ್ಪಾರ್ಥಿಲೆಗ್,O
ಚಿತ್ರ,O
ಬುಡ್ಪಾವುನ,O
ಪಂತೊ,O
ಅಯೋಧ್ಯಕಾಂಡ,O
ಜ.14,B-FUN
ಐತಾರ,B-DATE
ಉಳ್ಳಾಲ,B-LOC
ಶ್ರೀ,B-ORG
ಚೀರುಂಭ,I-ORG
ಭಗವತೀ,I-ORG
ಕ್ಷೇತ್ರಡ್,I-ORG
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಪಂತೊಡು,O
8,B-NUM
ನೇ,I-NU
ಕ್ಲಾಸ್,O
ದಕ್ಲೆಗ್,O
ಅಯೋಧ್ಯೆ,B-ORG
ಶ್ರೀ,I-ORG
ರಾಮ,I-ORG
ಮಂದಿರದ,I-ORG
ಪೆನ್ಸಿಲ್,O
ಡ್,O
ಚಿತ್ರ,B-ENT
ಬುಡ್ಪಯೆರೆ,O
9,B-NUM
ನೇ,I-NUM
ಕ್ಲಾಸ್,O
Read,O
more…24,O
ಟೊಮೆಟೊ,O
ಸೂಪ್,O
ರ್ದ್,O
ಆರೋಗ್ಯಗ್,O
ಮಸ್ತ್,O
ಪ್ರಯೋಜನಲು,O
ಉಂಡು.,O
*,O
ಟೊಮೊಟೊಡ್,O
ವಿಟಮಿನ್,B-MED
ಕೆ,O
ಬೊಕ್ಕ,O
ಕ್ಯಾಲ್ಸಿಯಂ,B-MED
ಉಂಡು.,O
*,O
ಉಂದು,O
ಆರೋಗ್ಯವಾಯಿನ,O
ಎಲುನ್,O
ಪಡೆಯೆರೆ,O
ಸಹಾಯ,O
ಮಲ್ಪೊಂಡು.,O
*,O
ಅತ್ತಂದೆ,O
ಉಂದು,O
ತಿಗಲೆದ,B-MED
ನೆತ್ತೆರ್,I-MED
ದ,I-MED
ನಾಳದ,I-MED
ಆರೋಗ್ಯಗ್,O
ಎಡ್ಡೆ.,O
*,O
ಬೊಕ್ಕ,O
ಪಾರ್ಶ್ವವಾಯು,B-MED
ಸೀಕ್,I-MED
ರ್ದ್,I-MED
ರಕ್ಷಣೆ,O
ಮಲ್ಪುಂಡು.,O
*,O
ಬೊರ್ಚಂದಿನ,O
ಕೊಲೆಸ್ಟ್ರಾಲ್,B-MED
ನ್,I-MED
ಕಮ್ಮಿ,O
ಮಲ್ಪುಂಡು.,O
*,O
ಅಂಚೆನೆ,O
ಎಡ್ಡೆ,O
ನೆತ್ತೆರ್,B-MED
ದ,I-MED
ಪರಿಚಲನೆಗ್,O
ಸಕಾಯ,O
ಮಲ್ಪುಂಡು.,O
*,O
ಬೊಕ್ಕ,O
ಕೆಜಿ,O
ಕಮ್ಮಿ,O
ಮಲ್ಪೆರೆ,O
ಸಹಾಯ,O
Read,O
more…25,O
ಮಿಜೋರಾಂದ,B-LOC
ಲುಂಗ್ಲೈಡ್,I-LOC
ಭೂಕಂಪದ,O
ಅನುಭವ,O
ಆತ್ಂಡ್,O
ಪಂದ್,O
ಭಾರತೀಯ,B-ORG
ಭೂಕಂಪನ,I-ORG
ಶಾಸ್ತ್ರದ,I-ORG
ರಾಷ್ಟ್ರೀಯ,I-ORG
ಕೇಂದ್ರ,I-ORG
ತೆರಿಪಾದ್ಂಡ್.,O
*,O
ಇನಿ,B-DATE
ಬೊಲ್ಪುಗು,I-DATE
7.18,B-NUM
ಕ್ಕ್,I-NUM
ಈ,O
ಭೂಕಂಪ,O
ಆತ್ಂಡ್.,O
*,O
ಭೂಕಂಪದ,O
ಕೇಂದ್ರಬಿಂದು,O
10,B-NUM
ಕಿಮೀ,I-NUM
ಅಡಿಟ್ಟ್,O
ಉಂಡು.,O
*,O
ಈ,O
ಘಟನೆಡ್,O
ತೊಂದರೆ,O
ಆಯಿನ,O
ಬಗೆಟ್ಟ್,O
ಪೊಲಬು,O
ನನಲ,O
ತಿಕಿಜಿ.,O
*,O
26,B-NUM
ಮುಲ್ಕಿ,B-LOC
ಬಳ್ಕುಂಜೆ,I-LOC
ಕಂಬುಲ,B-ENT
ಎ.6,B-NUM
ಕ್ಕ್,I-NUM
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ನೆತ್ತ,O
ತಯಾರಿಗಾದ್,O
ಪೊಸ,O
ಕಂಬುಲ,B-ENT
ಕರೆಗ್,B-FUN
ಕೆಸರ್,I-FUN
ಕಲ್ಲ್,I-FUN
ಪಾಡುನ,I-FUN
ಲೇಸ್,I-FUN
ಬಳ್ಕುಂಜೆ,B-LOC
ಕೊಟ್ನಾಯಗುತ್ತುದಲ್ಪ,I-LOC
ನಡತ್ಂಡ್.,O
*,O
ಬ್ರಹ್ಮಶ್ರೀ,B-PER
ಶಿಬರೂರು,I-PER
ವೇದವ್ಯಾಸ,I-PER
ತಂತ್ರಿಲು,I-PER
ಬೊಕ್ಕ,O
ರಾಮದಾಸ್,B-PER
ಆಚಾರ್ಯ,I-PER
ಮುಂಡ್ಕೂರು,I-PER
ಲೇಸ್,B-FUN
ದ,I-FUN
ಧಾರ್ಮಿಕ,I-FUN
ವಿಧಿವಿಧಾನಲು,I-FUN
ಮಲ್ತೆರ್.,O
*,O
ಈ,O
ಪೊರ್ತುಡು,O
ಕಂಬುಲ,B-ORG
ಸಮಿತಿದ,I-ORG
ಗುರ್ಕಾರೆ,B-ROL
ಮಲ್ಲಿಕಾ,B-PER
ಯಶವಂತ,I-PER
ಶೆಟ್ಟಿ,I-PER
ಬಳ್ಕುಂಜೆ,B-LOC
ಗುತ್ತು,I-LOC
ಕಾರ್ಯಾಧ್ಯಕ್ಷೆರ್,B-ROL
ಕೋಲ್ನಾಡು,B-LOC
ಗುತ್ತು,I-LOC
ಕಿರಣ್,B-PER
ಕುಮಾರ್,I-PER
ಶೆಟ್ಟಿ,I-PER
ಉದ್ಯಮಿ,B-ROL
ವಿರಾರ್,O
Read,O
more…27,B-NUM
ಮೀರಾಭಾಯಂದರ್,B-ORG
ಬಂಟ್ಸ್,I-ORG
ಪೋರಮ್,I-ORG
ಸಂಸ್ಥೆದ,I-ORG
ಮಹಿಳಾ,B-PER
ಸಮಿತಿದ,I-PER
ವರ್ಷದ,B-DATE
ಭಜನಾ,B-FUN
ಮಂಗಳೋಚ್ಚಯ,I-FUN
ಲೇಸ್,I-FUN
ಜ.14,B-DATE
ಐತಾರ,I-DATE
ಮೀರಾಭಯಂದರ್,B-LOC
ಅಶ್ವಿನಿ,I-LOC
ಪಾರ್ಟಿ,I-LOC
ಹಾಲ್,I-LOC
ಡ್,I-LOC
ಗೌಜಿಡ್,B-ENT
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಆನಿ,O
ಮಧ್ಯಾಹ್ನ,O
ಶ್ರೀ,B-FUN
ಸತ್ಯನಾರಾಯಣ,I-FUN
ದೇವೆರೆನ,I-FUN
ಪೂಜೆ,I-FUN
ಬಯ್ಯಗ್,O
ಹಳದಿ,B-FUN
ಕುಂಕುಮ,I-FUN
ಭಜನೆ,I-FUN
ನಲಿಕೆ,I-FUN
ಭಜನೆ,I-FUN
ಪ್ರಸಾದ,I-FUN
ಪಟ್ಟಿಯೆರೆ,I-FUN
ಬೊಕ್ಕ,O
ಸಭಾ,B-FUN
ಲೇಸ್,I-FUN
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,I-FUN
ಮಾತೆರ್ಲಾ,O
ಕುಟುಂಬ,B-FAM
ಸಮೇತೆರಾದ್,O
ಪಾಲ್,B-ROL
ಪಡೆದ್,O
ಗಂಧ,O
ಪ್ರಸಾದ,O
ದೆತೊಂದು,O
Read,O
more…28,B-NUM
ಕಾಯರ್ತಡ್ಕ,B-ORG
ಪೌಢ,I-ORG
ಶಾಲೆಗ್,I-ORG
ಜ.4,B-DATE
ಕ್ಕ್,I-DATE
ಪೊಸತಾದ್,O
ಮುಖ್ಯ,O
ಶಿಕ್ಷಕೆರಾದ್,B-ROL
ಬತ್ತಿನ,O
ರಾಷ್ಟ್ರಪತಿ,B-ROL
ಪ್ರಶಸ್ತಿ,I-ROL
ಪುರಸ್ಕೃತೆರ್,I-ROL
ಯಕೂಬ್,B-PER
ಎಸ್,I-PER
ಕೊಯ್ಯುರು,I-PER
ಮೆರೆನ್,B-COM
ಜೆಸಿಐ,O
ಕೊಕ್ಕಡ,O
ಕಪಿಲದ,O
ಮುತಾಲಿಕೆಡ್,O
ಶಾಲೆದ,B-ACD
ಜೋಕ್ಲೆನ,O
ಬೊಕ್ಕ,O
ಅಧ್ಯಾಪಕೆರೆನ,B-ROL
ವೃಂದದ,O
ಸಮ್ಮುಖಡ್,O
ಸನ್ಮಾನ,O
ಮಲ್ತೆರ್.,O
*,O
ಜೆಸಿ,B-PER
ಜಯರಾಮ,I-PER
ಟಿ,I-PER
ಸಂಗಮನಗರ,B-LOC
ಮೇರ್,O
ಯಕೂಬ್,B-PER
ಎಸ್,I-PER
ಮೆರೆನ,B-COM
ಬಗೆಟ್ಟ್,O
ಪಾತೆರಿಯೆರ್.,O
*,O
ಈ,O
ಪೊರ್ತುಡು,O
ಜೆಸಿಐ,B-ORG
ಕೊಕ್ಕಡ,I-ORG
ಕಪಿಲ,I-ORG
ಘಟಕದ,I-ORG
ಗುರ್ಕಾರೆ,B-ROL
ಜೆಸಿ,B-PER
ಎಚ್,I-PER
ಜಿಎಫ್,I-PER
ಸಂತೋಷ್,I-PER
ಜೈನ್,I-PER
Read,O
more…29,B-NUM
ಕಿನ್ನಿಗೋಳಿ,B-LOC
ಶ್ರೀ,B-ORG
ಅಯ್ಯಪ್ಪ,I-ORG
ಭಕ್ತ,I-ORG
ವೃಂದ,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
49ನೇ,B-NUM
ವರ್ಷದ,O
ಶ್ರೀ,B-FUN
ಅಯ್ಯಪ್ಪ,I-FUN
ಸ್ವಾಮಿನ,I-FUN
ಮಹಾಪೂಜೆ,I-FUN
ಬೊಕ್ಕ,O
ಅನ್ನ,B-FUN
ಪ್ರಸಾದ,I-FUN
ಸೇವೆ,I-FUN
ಜ.6,B-DATE
ಸನಿಯಾರ,I-DATE
ಕಿನ್ನಿಗೋಳಿ,B-LOC
ಶ್ರೀ,I-LOC
ರಾಮಮಂದಿರದ,I-LOC
ಕೈತಲ್,O
ಇಪ್ಪುನ,O
ಶ್ರೀ,B-FUN
ಅಯ್ಯಪ್ಪ,I-FUN
ಸ್ವಾಮಿ,I-FUN
ಶಿಬಿರಡ್,I-FUN
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಪಳನಿ,O
ಗುರುಸ್ವಾಮಿ,B-ROL
ಬೊಕ್ಕ,O
ರವೀಶ್,B-PER
ಗುರುಸ್ವಾಮಿಲೆನ,I-PER
ಮುತಾಲಿಕೆಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಬೊಲ್ಪುಗು,O
ಗಣಹೋಮ,B-FUN
ಭಜನೆ,I-FUN
ಸೇವೆ,I-FUN
ನಲಿಕೆ,I-FUN
ಭಜನೆ,I-FUN
ಮಧ್ಯಾಹ್ನ,P
ಮಹಾಪೂಜೆ,B-FUN
ಪ್ರಸಾದ,I-FUN
ಪಟ್ಟುನ,O
Read,O
more…30,B-NUM
ತುಳಸಿ,B-MED
ಇರೆರ್ದ್,I-MED
ಸುಮಾರ್,O
ಪ್ರಯೋಜನ,O
ಉಂಡು.,O
*,O
ತುಳಸಿದ,B-MED
ಇರೆನ್,I-MED
ತೊಡ್ಡೆ,I-MED
ನೆಯಿತ್ತೊಟ್ಟಿಗೆ,I-MED
ಪ್ರತಿದಿನೊಲ,O
ಬೊಲ್ಪುಗು,O
ತಿಂದ್ಂಡ,O
ಭಾರೀ,O
ಎಡ್ಡೆ.,O
ಉಂದು,O
ದೇಹಗ್,B-MED
ರೋಗನಿರೋಧಕ,I-MED
ಶಕ್ತಿನ್,I-MED
ಕೊರಿಯೆರೆ,O
ಸಹಕಾರಿ,O
ಮಲ್ಪುಂಡು.,O
*,O
ನೆಟ್ಟ್,O
ಇಪ್ಪುನ,O
ಜೀವಸತ್ವಲು,B-MED
ಬೊಕ್ಕ,O
ಖನಿಜಲು,B-MED
ದೇಹಡ್,I-MED
ಇಪ್ಪುನ,O
ಸೀಕ್,B-MED
ರ್ದ್,I-MED
ರಕ್ಷಣೆ,O
ಮಲ್ಪುಂಡು.,O
*,O
ಉಂದು,O
ಶೀತ,B-MED
ತೆಮ್ಮ,I-MED
ಬೊಕ್ಕ,O
ಉಸುಲ್,B-MED
ದ,I-MED
ಸೀಕ್,I-MED
ನ್,I-MED
ಗುಣ,O
ಮಲ್ಪುಂಡು.,O
*,O
ಅತ್ತಂದೆ,O
ನಿಕ್ಲೆಗ್,O
ಕಫ,B-MED
ಗಟ್ಟ್ಂಡ,I-MED
ನೆನ್,O
ಉಪಯೋಗ,O
ಮಲ್ಪೊಲಿ.,O
*,O
31,B-NUM
ರೈಲ್ವೆ,O
ಇಲಾಖೆಡ್,O
ಖಾಲಿ,O
ಇಪ್ಪುನ,O
2250,B-NUM
ಬೇಲೆಗ್,O
ನೇಮಕಾತಿ,B-ROL
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
2000,B-NUM
ಕಾನ್,B-ROL
ಸ್ಟೆಬಲ್,I-ROL
250,B-NUM
ಸಬ್,B-ROL
ಇನ್,I-ROL
ಸ್ಪೆಕ್ಟರ್,I-ROL
ಬೇಲೆಗ್,O
ಈ,O
ನೇಮಕಾತಿ,B-ROL
ನಡಪುಂಡು.,O
*,O
ಅಭ್ಯರ್ಥಿಲು,O
ಆನ್,O
ಲೈನ್,O
ಡ್,O
ಮಾತ್ರ,O
ಅರ್ಜಿ,O
ಸಂದಾವೊಡು.,O
*,O
ಅಂಚೆನೆ,O
10ನೇ,B-NUM
ಕ್ಲಾಸ್,I-NUM
ಪಾಸಾಯಿನ,O
ಅಭ್ಯರ್ಥಿಲು,B-POL
ಕಾನ್ಸ್,B-ROL
ಟೇಬಲ್,I-ROL
ಬೇಲೆಗ್,O
ಅರ್ಜಿ,O
ಸಂದಾವೊಲಿ.,O
*,O
ಸಬ್,B-ROL
ಇನ್,I-ROL
ಸ್ಪೆಕ್ಟರ್,I-ROL
ಬೇಲೆಗ್,O
ಅಭ್ಯರ್ಥಿಲು,B-POL
ಪದವೀಧರೆರಾದಿಪ್ಪೊಡು.,I-ROL
*,O
ಕಾನ್ಸ್,B-ROL
ಟೇಬಲ್,I-ROL
ಬೇಲೆಗ್,O
ಅರ್ಜಿ,O
ಸಂದಾವುನ,O
ಅಭ್ಯರ್ಥಿನ,B-POL
ಪ್ರಾಯ,O
Read,O
more…32,B-NUM
ಕುಡ್ಲ,B-ORG
ಆಕೃತಿ,I-ORG
ಆಶಯ,I-ORG
ಪ್ರಕಾಶನ,I-ORG
ಮೊಕ್ಲೆನ,I-ORG
ಮುತಾಲಿಕೆಡ್,O
ರಘುನಾಥ,B-PER
ಎಂ.,I-PER
*,O
ವರ್ಕಾಡಿ,B-PER
ಬರೆಯಿನ,O
“ಸೂರ್ಯೆ,B-ENT
ಚಂದ್ರೆ,I-ENT
ಸಿರಿ”,I-ENT
ತುಳು,I-ENT
ಜನಪದ,I-ENT
ಕಥೆತ್ತ,O
ಬೂಕು,O
ಬುಡುಗಡೆ,O
ಲೇಸ್,B-FUN
ಜ.,O
*,O
4,B-NUM
ಗುರುವಾರ,B-DATE
ಕುಡ್ಲದ,B-LOC
ಪತ್ರಿಕಾ,B-ORG
ಭವನಡ್,I-ORG
ನಡತ್ಂಡ್.,O
*,O
ಶ್ರೀನಿವಾಸ,B-ORG
ವಿಶ್ವವಿದ್ಯಾನಿಲಯ,I-ORG
ಮುಕ್ಕದ,B-LOC
ಪ್ರೊ.ಎಂ.ಎಸ್.ಕೋಟ್ಯಾನ್,B-PER
ಅಧ್ಯಕ್ಷತೆಡ್,B-ROL
ಬಂಟ್ವಾಳದ,B-LOC
ರಾಣಿ,B-ORG
ಅಬ್ಬಕ್ಕ,I-ORG
ತುಳು,I-ORG
ಅಧ್ಯಯನ,O
ಕೇಂದ್ರದ,B-ORG
ಸ್ಥಾಪಕ,I-ORG
ಅಧ್ಯಕ್ಷೆರ್,B-ROL
ಡಾ.,B-PER
*,O
ತುಕಾರಾಮ,B-PER
ಪೂಜಾರಿ,I-PER
ಕೃತಿ,O
ಲೋಕಾರ್ಪಣೆ,O
ಮಲ್ತೆರ್.,O
*,O
ಅವೆರ್ದ್,O
ಬೊಕ್ಕ,O
ಪಾತೆರಿನ,O
ಆರ್,O
ಈ,O
Read,O
more…33,O
ಕುಡ್ಲ,B-LOC
ಕುಡ್ಲ,I-LOC
ಪ್ರೆಸ್,B-ORG
ಕ್ಲಬ್ದ,I-ORG
ಗೃಹ,I-ORG
ಪತ್ರಿಕೆ,B-ACD
“ಮಂಗಳೂರು,B-COM
ಪ್ರೆಸ್,I-COM
ಕ್ಲಬ್,I-COM
ಸಮಾಚಾರ”,I-COM
ಇಪೇಪರ್,B-FUN
ಬುಡುಗಡೆ,I-FUN
