Words,NER Tag
ಸೌಲಭ್ಯೊಗು,B-ACD
ಶುಲ್ಕ,I-ACD
ದೆತೊನೊಡು,O
ಪನ್ಪಿನ,O
ಕಾನೂನು,B-POL
ಇಜ್ಜಿ,O
.,O
ಸದ್ಯೊಗು,O
ವಾ,O
ಶಾಲೆಲೆಡ್ಲ,B-ORG
ವಾ,O
ಸೌಲಭ್ಯಲ,B-ACD
ಕೊರೊಂದಿಜ್ಜೆರ್,O
.,O
ಇಂಚಿನ,O
ಪೊರ್ತುಡು,B-DATE
ಶಿಕ್ಷಣ,B-ORG
ಸಂಸ್ಥೆಲು,I-ORG
ಲಾಭದ,B-ACD
ಪಿರವುಡು,O
ಪೋವರೆ,O
ಬಲ್ಲಿ,O
ಪಂಡ್ದ್,O
ನ್ಯಾಯಪೀಠ,B-POL
ತೆರಿಪಾದ್ಂಡ್,O
.,O
2020-21ನೇ,B-NUM
ವರ್ಷೊಡು,B-DATE
ಲಾಕ್ಡೌನ್,B-POL
ಕಾರಣೊಡು,O
ಶಾಲೆಲು,B-ORG
ಪೂರ,O
ಬಂದ್,B-POL
ಆದಿತ್ತ್ಂಡ್,O
.,O
ಆ,O
ಪೊರ್ತುಡು,B-DATE
ಪೆಟ್ರೋಲ್,B-TRS
",",O
ಡೀಸೆಲ್,B-TRS
ಕರ್ಚಿ,I-TRS
",",O
ಕರೆಂಟ್,O
ಬಿಲ್,O
",",O
ಮೈಂಟೆನೆನ್ಸ್,O
ಕರ್ಚಿ,O
",",O
ನೀರ್ದ,O
ಕರ್ಚಿ,O
ಇಂಚ,O
ಮಾತ,O
ಕರ್ಚಿದ,B-ACD
ದುಡ್ಡು,I-ACD
ಒರಿದ್ಂಡ್,O
.,O
ಅಂಚಾದ್,O
ವಿದ್ಯಾರ್ಥಿಲೆಗ್,B-ACD
ತಿಕ್ಕಂದಿನ,O
ಸೌಲಭ್ಯದ,B-ACD
ಶುಲ್ಕ,B-ACD
ಕೇಂಡ,O
ಅವು,O
ಲಾಭದ,B-ACD
ಉದ್ದೇಶ,O
ಆಪುಂಡು,O
ಪಂಡ್ದ್,O
ಸುಪ್ರೀಂ,B-ORG
ಕೋರ್ಟ್,I-ORG
ಪನ್ತ್ಂಡ್,O
.,O
ಬಾಲಿವುಡ್,B-ENT
ಸ್ಟಾರ್,I-ENT
ದೀಪಿಕಾ,B-PER
ಪಡುಕೋಣೆ,I-PER
ಮೆರೆನ,O
ಅಮ್ಮೆರ್,B-FAM
",",O
ಮಾಜಿ,B-ROL
ಬ್ಯಾಡ್ಮಿಂಟನ್,I-ROL
ಪ್ಲೇಯರ್,I-ROL
ಪ್ರಕಾಶ್,B-PER
ಪಡುಕೋಣೆ,I-PER
ಮೇರ್,O
ಕೋವಿಡ್,B-MED
ಪಾಸಿಟಿವ್,I-MED
ಬತ್ತ್ದ್,O
ಆಸ್ಪತ್ರೆ,B-ORG
ಸೇರ್ದ್,O
ಇತ್ತೆ,O
ಹುಷಾರ್,O
ಆವೊಂದುಲ್ಲೆರ್,O
.,O
ಸುಮಾರ್,O
10,B-NUM
ದಿನ,B-DATE
ಪಿರವುಡು,O
ಪ್ರಕಾಶ್,B-PER
ಪಡುಕೋಣೆ,I-PER
",",O
ಅರೆನ,O
ಬುಡದಿ,B-FAM
",",O
ಅಂಚನೆ,O
ರಡ್ಡನೆ,O
ಮಗಲೆಗ್,B-FAM
ಕೋವಿಡ್,B-MED
ಲಕ್ಷಣ,I-MED
ಇತ್ತಿನೆರ್ದಾವರ,O
ಪರೀಕ್ಷೆ,B-MED
ಮಲ್ಪಾನಗ,O
ಪಾಸಿಟಿವ್,B-MED
ಬತ್ತ್ಂಡ್,O
.,O
ಅಪಗನೇ,O
ಅಕುಲು,O
ಇಲ್ಲಡ್,B-MED
ಐಸೊಲೇಟ್,I-MED
ಆದ್,O
ಚಿಕಿತ್ಸೆ,B-MED
ದೆತೊನೊಂದು,O
ಇತ್ತೆರ್,O
.,O
ಆಂಡ,O
ಪ್ರಕಾಶ್,B-PER
ಪಡುಕೋಣೆ,I-PER
ಮೆರೆಗ್,O
ಜ್ವರ,B-MED
ಕಮ್ಮಿ,O
ಆವಂದಿನೆಕ್ಕ್,O
ಕರಿನ,O
ಶನಿಯಾರ,B-DATE
ಆಸ್ಪತ್ರೆ,B-ORG
ಸೇರ್ಯೆರ್,O
ಪಂಡ್ದ್,O
ಪ್ರಕಾಶ್,B-PER
ಮೆರೆನ,O
ಸ್ನೇಹಿತೆರ್,B-FAM
",",O
ಪ್ರಕಾಶ್,B-PER
ಪಡುಕೋಣೆ,I-PER
ಬ್ಯಾಡ್ಮಿಂಟನ್,B-ORG
ಅಕಾಡೆಮಿದ,I-ORG
ನಿರ್ದೇಶಕಿ,B-ROL
ವಿಮಲ್,B-PER
ಕುಮಾರ್,I-PER
ಪಿಟಿಐಗ್,B-ACD
ತೆರಿಪಾದೆರ್,O
.,O
ಇತ್ತೆ,O
ಆರ್,O
ಹುಷಾರ್,O
ಉಲ್ಲೆರ್,O
",",O
ಅರೆನ,O
ಬುಡೆದಿ,B-FAM
ಬೊಕ್ಕ,O
ಮಗಲ್,B-FAM
ಇಲ್ಲಡ್,B-FAM
ಹುಷಾರುಲ್ಲೆರ್,O
",",O
ಪ್ರಕಾಶ್,B-PER
ಸರ್,B-ACD
03-Feb,B-NUM
ದಿನೊಟ್ಟು,I-DATE
ಬುಡುಗಡೆ,O
ಆವರೆ,O
ಉಲ್ಲೆರ್,O
ಪಂಡ್ದ್,O
ಆರ್,O
ಪಂಡೆರ್,O
",",O
ಪ್ರಕಾಶ್,B-PER
ಪಡುಕೋಣೆ,I-PER
ಮೆರ್ನ,O
ಮಗಲ್,B-FAM
ದೀಪಿಕಾ,B-PER
ಪಡುಕೋಣೆ,I-PER
ಇಂಚೋಡು,O
ಇನ್ಸ್ಟಗ್ರಾಮ್ಡ್,B-ENT
",",O
ಕೋವಿಡ್,B-MED
ಜಾಸ್ತಿ,O
ಆವೊಂದಿಟ್ಟಿನ,O
ಪೊರ್ತುಡು,B-DATE
ನಮ,O
ಮಾತೆರ್ಲ,O
ಮಾನಸಿಕವಾದ್,O
ಗಟ್ಟಿ,O
ಉಪ್ಪೊಡು,O
ಪನ್ಪಿನ,O
ವಿಚಾರೊಡು,B-ACD
ತೆರಿಪಾದ್,O
ಇತ್ತೆರ್,O
",",O
ಪ್ರಕಾಶ್,B-PER
ಪಡುಕೋಣೆ,I-PER
1983ನೇ,B-NUM
ಇಸ್ವಿಡ್,B-DATE
ಬ್ಯಾಡ್ಮಿಂಟನ್,B-SPT
ಫೆರ್ಲ್ಡ್,I-SPT
ಚಾಂಪಿಯನ್ಶಿಪ್ಡ್,I-SPT
ಭಾರತೊಗು,B-LOC
ಸುರುತ್ತಾ,O
ಪದಕ,B-SPT
(ಕಂಚಿ),I-SPT
ಕನದಿನಾರ್,O
",",O
೧೯೭೦-೮೦ಡ್,B-NUM
ಭಾರತದ,B-LOC
ಕ್ರೀಡೆಡ್,B-SPT
ರೋಲ್,O
ಮೋಡೆಲ್,O
ಆದ್,O
ಮಿಂಚ್ದೆರ್,O
.,O
ಒಡಿಪು,B-LOC
ಜಿಲ್ಲೆಡ್,B-GPE
ಕೋವಿಡ್,B-MED
–,O
19,B-NUM
ಸೋಂಕಿತೆರ್ನ,B-MED
ಚಿಕಿತ್ಸೆಗ್,I-MED
ಆಕ್ಸಿಜನ್,I-MED
ಸಮಸ್ಯೆ,O
ಆವಂದಿಲಕ,O
ಪೊಸ,O
ಆಕ್ಸಿಜನ್,B-MED
ಘಟಕ,I-MED
ನಿರ್ಮಾಣಗ್,B-POL
ತಯಾರಿ,O
ನಡತೊಂದು,O
ಉಂಡು,O
.,O
ಈ,O
ಸಂಬಂಧ,O
ಇನಿ,B-DATE
ತಾರೀಖ್,I-DATE
4/5/2021ದಾನಿ,B-NUM
ಒಡಿಪು,B-LOC
ಜಿಲ್ಲಾ,B-ORG
ಆಸ್ಪತ್ರೆದ,I-ORG
ಜಾಗೆಡ್,B-LOC
ಪೊಸ,O
ಆಕ್ಸಿಜನ್,B-MED
ಘಟಕ,I-MED
ನಿರ್ಮಾಣ,B-POL
ಮಲ್ಪರೆ,O
ಜಿಲ್ಲಾಡಳಿತದ,B-ORG
ಅಧಿಕಾರಿಲೆನ,B-ROL
ಒಟ್ಟುಗು,O
ಶಾಸಕ,B-ROL
ರಘುಪತಿ,B-PER
ಭಟ್,I-PER
ಜಾಗೆದ,B-LOC
ಪರಿಶೀಲನೆ,B-POL
ಮಲ್ತೆರ್,O
.,O
ಬೆಗೋಡೆ,O
ಆಕ್ಸಿಜನ್,B-MED
ಘಟಕ,I-MED
ನಿರ್ಮಾಣ,B-POL
ಆದ್,O
ಬೇಲೆ,B-ACD
ಮಲ್ಪರೆ,O
ಉಂಡು,O
.,O
ಈ,O
ಘಟಕ,B-MED
ದಿನಕ್,B-DATE
100,B-NUM
ಸಿಲಿಂಡರ್,B-MED
ಜಿಂಜಾವುನ,I-MED
ಸಾಮರ್ಥ್ಯನ್,O
ಪಡೆದುಂಡು,O
.,O
ಜಿಲ್ಲಾಧಿಕಾರಿ,B-ROL
ಜಿ.,B-PER
ಜಗದೀಶ್,I-PER
",",O
ಜಿಲ್ಲಾ,B-ORG
ಆರೋಗ್ಯ,I-ORG
ಅಧಿಕಾರಿ,B-ROL
ಸುಧೀರ್,B-PER
ಚಂದ್ರ,I-PER
ಸೂಡ,I-PER
",",O
ಜಿಲ್ಲಾ,B-GPE
ಶಸ್ತ್ರಚಿಕಿತ್ಸಕ,B-ROL
ಡಾ,B-PER
ಮಧುಸೂದನ್,I-PER
ನಾಯಕ್,I-PER
",",O
ಅಪರ,O
ಜಿಲ್ಲಾಧಿಕಾರಿ,B-ROL
ಸದಾಶಿವ,B-PER
ಪ್ರಭು,I-PER
",",O
ಕೋವಿಡ್,B-MED
ನೋಡಲ್,B-ROL
ಅಧಿಕಾರಿ,I-ROL
ಡಾ,B-PER
ಪ್ರಶಾಂತ್,I-PER
ಭಟ್,I-PER
ಪಾಲ್ಪಡೆದಿತ್ತೆರ್,O
.,O
ಐಪಿಎಲ್,B-SPT
ಬೆಟ್ಟಿಂಗ್,B-POL
ಪುದರ್ಡ್,O
ವಂಚನೆ,B-POL
ಮಲ್ತೊಂದು,O
ಇತ್ತಿನ,O
ಬುಕ್ಕಿಲೆನ್,O
ಕುಡ್ಲ,B-LOC
ಸಿಸಿಬಿ,B-ROL
ಪೊಲೀಸೆರ್,I-ROL
ಬೊಕ್ಕ,O
ನಾರ್ಕೋಟಿಕ್,B-ROL
ಕ್ರೈಂ,I-ROL
ವಿಭಾಗದ,B-ACD
ಪೊಲೀಸೆರ್,B-ROL
ಆಜಿ,O
ಜನಕ್ಲೆನ್,B-COM
ಪತ್ತ್ದೆರ್,O
.,O
ಬಂಧಿತ,B-POL
ಆರೋಪಿಲೆನ್,I-POL
ವಿಕ್ರಂ,B-PER
ಕುಂಪಲ,I-PER
",",O
ಧನಪಾಲ್,B-PER
ಶೆಟ್ಟಿ,I-PER
",",O
ಕಮಲೇಶ್,B-PER
ಹರೀಶ್,I-PER
ಶೆಟ್ಟಿ,I-PER
",",O
ಪ್ರೀತೇಶ್,B-PER
",",O
ಅವಿನಾಶ್,B-PER
ಉರ್ವಾ,I-PER
ಪಂದ್,O
ಪಂತೆರ್,O
.,O
ಈ,O
ಆರೋಪಿಲು,B-POL
ಆಕ್ಸಿನ್,B-ORG
",",O
ಕರ್ನಾಟಕ,B-ORG
ಬೊಕ್ಕ,O
ಹೆಚ್,B-ORG
ಡಿ,I-ORG
ಎಫ್,I-ORG
ಸಿ,I-ORG
ಬ್ಯಾಂಕುದ,I-ORG
ನಕಲಿ,B-POL
ಖಾತೆ,I-POL
ದೆತ್ತ್ದ್,O
ವಂಚನೆ,B-POL
ಮಲ್ತೊಂದು,O
ಇತ್ತೆರ್,O
ಪಂದ್,O
ಆರೋಪ,B-POL
ಮಲ್ದೆರ್,O
.,O
ಈ,O
ಪ್ರಕರಣಗ್,B-POL
ಸಂಬಧಿ,B-POL
20,B-NUM
ಬ್ಯಾಂಕ್,B-ORG
ಖಾತೆಲೆನ್,B-ACD
ಪೊಲೀಸೆರ್,B-ROL
ಮುಟ್ಟುಗೋಲು,B-POL
ಪಾರ್ದ್,O
ಸುಮಾರ್,O
20,B-NUM
ಲಕ್ಷ,O
ಪನವು,B-ACD
ಬೊಕ್ಕ,O
ಮೂಜಿ,O
ಲಕ್ಷ,O
ಪನವು,B-ACD
ಸೇರಿನoಚ,O
10,B-NUM
ಮೊಬೈಲ್,B-ENT
ಫೋನ್ಲೆನ್,I-ENT
ವಶಕ್,B-POL
ದೆತೊಂದೆರ್,O
.,O
ಕುಡ್ಲ,B-LOC
ನಗರ,B-GPE
ಉಪ,B-ROL
ಪೊಲೀಸ್,I-ROL
ಆಯುಕ್ತೆರಾಯಿನ,I-ROL
ಶ್ರೀ,B-PER
ಹರಿರಾಮ್,I-PER
ಶಂಕರ್,I-PER
ಐಪಿಎಸ್,B-ROL
ಬೊಕ್ಕ,O
ವಿನಯ,B-PER
ಗಾಂವಕರ್,I-PER
ನಿರ್ದೇಶನದ,B-ACD
ಪ್ರಕಾರ,O
ಸಿಸಿಬಿ,B-ROL
ಪೊಲೀಸ್,I-ROL
ನಿರೀಕ್ಷಕೆರಾಯಿನ,I-ROL
ಮಹೇಶ್,B-PER
ಪ್ರಸಾದ್,I-PER
ಬೊಕ್ಕ,O
ಸಿಬ್ಬಂದಿ,B-ROL
ಪ್ರಕರಣನ್,B-POL
ಪತ್ತೆ,O
ಮಲ್ದೆರ್,O
.,O
ರಾಜ್ಯಡ್,B-GPE
ಕೋವಿಡ್19,B-MED
ಸೋಂಕುದ,I-MED
ಪ್ರಸರಣದ,I-MED
ನೆಲೆಟ್ಟ್,O
ಮೇ,B-DATE
24ರ್ದ್,I-DATE
ಸುರು,O
ಆವೊಡಿತ್ತಿನ,O
ದ್ವಿತೀಯ,O
ಪಿಯುಸಿ,B-ACD
ಪರೀಕ್ಷೆದ,I-ACD
ತಾರೀಖ್,B-DATE
ಬದಲಾವಣೆ,B-ACD
ಮಲ್ದ,O
ಪಂದ್,O
ಪ್ರಾಥಮಿಕ,B-ACD
ಬೊಕ್ಕ,O
ಪ್ರೌಢಶಿಕ್ಷಣ,B-ACD
ಸಚಿವ,B-ROL
ಎಸ್.,B-PER
ಸುರೇಶ್,I-PER
ಕುಮಾರ್,I-PER
ಪಂತೆರ್,O
.,O
ಇಂದುವೇ,O
ಪೊರ್ತು,B-DATE
ಸುರುತ್ತ,O
ವರ್ಷದ,B-DATE
ಪಿಯುಸಿ,B-ACD
ಜೋಕ್ಲೆನ,B-FAM
ಪರೀಕ್ಷೆಲೆನ್,B-ACD
ರದ್ದು,I-ACD
ಮಲ್ತ್ದ್,O
ಜೋಕ್ಲೆನ್,B-FAM
ದುಂಬುದ,B-ACD
ತರಗತಿಗ್,I-ACD
ತೇರ್ಗಡೆ,I-ACD
ಮಲ್ಪುನ,O
ನಿರ್ಧಾರ,B-POL
ದೆತೊoದೆರ್,O
ಪಂದ್,O
ಸುರೇಶ್,B-PER
ಕುಮಾರ್,I-PER
ಪಂಡೆರ್,O
.,O
ಅಂಗಾರೆ,B-DATE
ವಿಧಾನಸೌಧಡ್,B-ORG
ಇಲಾಖೆದ,B-ORG
ಅಧಿಕಾರಿನಕ್ಲೆನೊಟ್ಟಿಗೆ,B-ROL
ಚರ್ಚೆ,B-POL
ಮಲ್ತಿನ,O
ಬೊಕ್ಕ,O
ಪಾತೆರಿನ,O
ಮೇರ್,O
ಪರೀಕ್ಷಾ,B-ACD
ತಾರೀಖ್ನ್,B-DATE
ಪರೀಕ್ಷೆ,B-ACD
ಸುರು,O
ಆಪಿನ,O
15-20,B-NUM
ದಿನತ,B-DATE
ದುಂಬೇ,O
ಪ್ರಕಟ,O
ಮಲ್ಪುವ,O
ಪಂದ್,O
ಪಂಡೆರ್,O
.,O
ಕೋವಿಡ್,B-MED
ಕೇಸ್ದ,I-MED
ಅಬ್ಬರ,O
ಜಾಸ್ತಿ,O
ಆವೊಂದಿತ್ತಿನೆರ್ದಾವರ,O
2021ನೇ,B-NUM
ಇಸ್ವಿದ,B-DATE
ಐಪಿಎಲ್,B-SPT
ಮ್ಯಾಚ್,I-SPT
ಕ್ಯಾನ್ಸಲ್,O
ಆತ್ಂಡ್,O
.,O
ಉಂದೆರ್ದಾತ್ರ,O
ಲಾಕ್ಡೌನ್,B-POL
ಕಾಲೊಡು,B-DATE
ಇಲ್ಲದ,B-FAM
ಉಲಯಿ,O
ಕುಲ್ದು,O
ಕ್ರಿಕೆಟ್,B-SPT
ತೂಪಿನ,O
ಬಾರಿ,O
ಸಂಖ್ಯೆದ,O
ಕ್ರಿಕೆಟ್,B-SPT
ಅಭಿಮಾನಿಲೆಗ್,B-ROL
ಭಾರಿ,O
ನಿರಾಸೆ,O
ಆತ್ಂಡ್,O
.,O
ಹಿರಿಯ,O
ಪತ್ರಕರ್ತೆರ್,B-ROL
",",O
ಕನ್ನಡಪ್ರಭ,B-ORG
ಕುಡ್ಲ,B-LOC
ಬ್ಯೂರೊದ,B-ORG
ಮಾಜಿ,B-ROL
ಮುಖ್ಯಸ್ಥೆರ್,I-ROL
ಸುರೇಂದ್ರ,B-PER
ಶೆಟ್ಟಿ,I-PER
-57,B-NUM
ಮೇರ್,O
ಒಂತೆ,O
ದಿನತ್ತ,B-DATE
ಅನಾರೋಗ್ಯಡ್,B-MED
ಅಂಗಾರೆದಾನಿ,B-DATE
ಖಾಸಗಿ,B-ORG
ಆಸ್ಪತ್ರೆಡ್,I-ORG
ತೀರ್ಪೋಯೆರ್,B-FAM
.,O
ಬ್ರಹ್ಮಾವರದ,B-LOC
ಆವರ್ಸೆ,I-LOC
ಪಡುಮನೆ,I-LOC
ಮೂಲದ,O
ಸುರೇಂದ್ರ,B-PER
ಶೆಟ್ಟಿ,I-PER
ಮಂಗಳೂರು,B-ORG
ವಿಶ್ವವಿದ್ಯಾನಿಲಯದ,I-ORG
ಸಮೂಹ,B-ACD
ಸಂವಹನ,I-ACD
ಬೊಕ್ಕ,O
ಪತ್ರಿಕೋದ್ಯಮ,B-ACD
ವಿಭಾಗೊಡು,I-ACD
ಸ್ನಾತಕೋತ್ತರ,I-ACD
ಪದವಿ,I-ACD
ಪಡೆತೆರ್,O
",",O
ಮ್ಯಾಮ್,B-ORG
ಸಂಘಟನೆದ,I-ORG
ಸ್ಥಾಪಕ,B-ACD
ಗೌರವಾಧ್ಯಕ್ಷೆರ್,B-ROL
ಆದಿತ್ತೆರ್,O
.,O
ಮುಂಗಾರು,B-ORG
",",O
ಸಂಯುಕ್ತ,B-ORG
ಕರ್ನಾಟಕ,I-ORG
",",O
ಕನ್ನಡಪ್ರಭ,B-ORG
",",O
ವಿಜಯ,B-ORG
ಕರ್ನಾಟಕ,I-ORG
",",O
ವಾರ್ತಾ,B-ORG
ಭಾರತಿ,I-ORG
ಇಂಚಿನ,O
ಮಲ್ಲ,O
ಮಲ್ಲ,O
ಪತ್ರಿಕೆಲೆಡ್,B-POL
ಕೆಲಸ,B-ACD
ಮಲ್ದೆರ್,O
",",O
ಇಂಚೊಗು,O
ಕನ್ನಡಪರ,B-ORG
ಪತ್ರಿಕೆದ,I-ORG
ಕುಡ್ಲದ,B-LOC
ಮುಖ್ಯಸ್ಥರಾದ್,B-ROL
ಕೆಲಸ,O
ಮಲ್ತಿತ್ತೆರ್,O
.,O
ಆರ್,O
ಬುಡೆದಿ,B-FAM
",",O
ಮಗಲ್,B-FAM
ಬೊಕ್ಕ,O
ಕುಟುಂಬಿಕೆರ್,B-FAM
ಅಂಚೆನೆ,O
ಮಲ್ಲ,O
ಸಂಖ್ಯೆದ,O
ಮಾಧ್ಯಮ,B-ORG
ಮಿತ್ರೆರೆನ್,B-FAM
ಬುರ್ದು,O
ದೇವೆರೆ,O
ಪಾದ,O
ಸೇರ್ದೆರ್,O
.,O
ಲಾಕ್ಡೌನ್,B-POL
ಕಾರಣ,O
ಬೆಂಗಳೂರುರ್ದ್,B-LOC
ಒಡಿಪುಗು,I-LOC
ಬತ್ತಿನ,O
ಐಟಿ,B-ORG
ಉದ್ಯೋಗಿಯೊರಿ,B-ROL
ಕೋವಿಡ್,B-MED
ಸೋಂಕುಗು,I-MED
ಬಲಿಯಾಯಿನ,I-MED
ಘಟನೆ,B-POL
ಒಡಿಪುದ,B-LOC
ಖಾಸಗಿ,B-ORG
ಆಸ್ಪತ್ರೆಡ್,I-ORG
ನಡತುದುಂಡು,O
.,O
ಮರ್ದ್,B-MED
ಫಲಕಾರಿಯಾವoದೆ,I-MED
ತೀರ್ಪೋಯಿನ,B-FAM
ದುರ್ದೈವಿ,O
ಅಂಬಾಗಿಲು,B-LOC
ಪುತ್ತೂರುದ,I-LOC
ಅನಂತ,B-PER
ಆಚಾರ್,I-PER
-38,B-NUM
ಪಂದ್,O
ತೆರಿದ್,O
ಬೈದುಂಡು,O
.,O
ಕರಿನ,O
ಒಂಜಿ,O
ತಿಂಗೊಲುರ್ದು,B-DATE
ಇಲ್ಲಡೆ,B-FAM
ಬೇಲೆ,B-ACD
ಮಲ್ತೊಂದು,O
ಇತ್ತಿನ,O
ಆನಂತ್,B-PER
ಕೆಲವು,O
ದಿನರ್ದ್,B-DATE
ಹುಷಾರ್,B-MED
ಇಜ್ಜಂದೆ,O
ಆಸ್ಪತ್ರೆಡ್,B-ORG
ಇತ್ತೆರ್,O
",",O
ಸೋಮವಾರ,B-DATE
ಮಧ್ಯಾಹ್ನ,I-DATE
ಮರ್ದ್,B-MED
ಫಲಕಾರಿಯಾವಂದೇ,I-MED
ತೀರ್ಪೋತೆರ್,B-FAM
.,O
ಪುತ್ತೂರುದ,B-LOC
"ಪಿ,",B-PER
ಶ್ರೀಕಾಂತ,I-PER
ಆಚಾರ್ಯೆರ್ನ,I-PER
ಮಗೆ,B-FAM
ಆಯಿನ,O
ಮೇರ್,O
",",O
ಪತ್ನಿ,B-FAM
",",O
ಅಂಚನೇ,O
ರಡ್ಡ್,O
ಪೊಣ್ಣು,B-FAM
ಜೋಕ್ಲೆನ್,I-FAM
ಪಡೆಯೊಂದೆರ್,O
.,O
ನಿಟ್ಟೂರು,B-LOC
ಪ್ರೌಢಶಾಲೆದ,B-ACD
ಹಳೆವಿದ್ಯಾರ್ಥಿಯಾಯಿನ,I-ACD
ಮೆರ್ನ,O
ನಿಧನಗ್,O
ನಿಟ್ಟೂರು,B-LOC
ಎಜುಕೇಶನಲ್,B-ORG
ಸೊಸೈಟಿದ,I-ORG
ಗುರ್ಕಾರ್ಲು,B-ROL
",",O
ಶಾಸಕೆರಾಯಿನ,B-ROL
ಕೆ.,B-PER
ರಘುಪತಿ,I-PER
ಭಟ್,I-PER
",",O
ಕಾರ್ಯದರ್ಶಿ,B-ROL
ಮುರಲಿ,B-PER
ಕಡೆಕಾರ್,I-PER
",",O
ಮುಖ್ಯ,B-ROL
ಶಿಕ್ಷಕಿ,I-ROL
ಅನಸೂಯಾ,B-PER
",",O
ಹಳೆವಿದ್ಯಾರ್ಥಿ,B-ORG
ಸಂಘದ,I-ORG
ಗುರ್ಕಾರ್ಲಾಯಿನ,B-ROL
ಯೋಗಿಶ್,B-PER
ಚಂದ್ರಾಧರ್,I-PER
ಬೊಕ್ಕ,O
ಶಾಲೆದ,B-ORG
ಇಡೀ,O
ಸಮೂಹ,B-COM
ಕಣ್ಣ,O
ನೀರ,O
ಪನಿತರ್ಪಣ,O
ಮಲ್ತೆರ್,O
.,O
ಸುಳ್ಯಡ್,B-LOC
86,B-NUM
ಜನಕ್,B-COM
ಕೋವಿಡ್,B-MED
ಪಾಸಿಟಿವ್,I-MED
ಬೈದುಂಡು,O
.,O
ಸುಳ್ಯ,B-LOC
ನಗರ,B-ORG
ಪಂ.,I-ORG
ವ್ಯಾಪ್ತಿಡ್,B-LOC
ಬಾರಿ,O
ಸಂಖ್ಯೆಡ್,O
ಪಾಸಿಟಿವ್,B-MED
ಪ್ರಕರಣ,I-MED
ತೊಜಿದ್,O
ಬೈದುಂಡು,O
.,O
ಸುಳ್ಯ,B-LOC
ಪೇಂಟೆಡ್,I-LOC
ಕೋಡೆ,O
52,B-NUM
ಜನಕ್,B-COM
ಕೋವಿಡ್,B-MED
ಸೋಂಕು,I-MED
ದೃಢ,O
ಆತುಂಡು,O
.,O
ನನ,O
ಸಂಪಾಜೆ,B-LOC
ಗ್ರಾಮಡ್,B-GPE
7,B-NUM
ಜನಕ್,B-COM
ಪಾಸಿಟಿವ್,B-MED
",",O
ಅಜ್ಜಾವರ,B-LOC
-4,B-NUM
",",O
ಜಾಲ್ಸೂರುಡು,B-LOC
3,B-NUM
",",O
ತೊಡಿಕಾನ,B-LOC
-3,B-NUM
",",O
ದೇವಚಳ್ಳ,B-LOC
-1,B-NUM
",",O
ಅಮರಮುಡ್ನೂರು,B-LOC
1,B-NUM
",",O
ಗುತ್ತಿಗಾರು,B-LOC
-2,B-NUM
",",O
ಉಬರಡ್ಕ,B-LOC
ಮಿತ್ತೂರು,I-LOC
2,B-NUM
",",O
ಪಂಜ,B-LOC
-4,B-NUM
",",O
ಮಡಪ್ಪಾಡಿ,B-LOC
-3,B-NUM
",",O
ಅಮರಪಡ್ನೂರು,B-LOC
-3,B-NUM
",",O
ಎಡಮಂಗಲ,B-LOC
-1,B-NUM
",",O
ಸುಳ್ಯ,B-LOC
ತಾಲೂಕುಡು,B-GPE
ಒಟ್ಟು,O
358,B-NUM
ಸಕ್ರೀಯ,O
ಪ್ರಕರಣ,B-POL
ಉಂಡು,O
.,O
ದಕ್ಷಿಣ,B-LOC
ಕನ್ನಡ,I-LOC
ಜಿಲ್ಲೆಡ್,B-GPE
ಆಕ್ಸಿಜನ್,B-MED
ಕೊರತೆದ,I-MED
ಬಗ್ಗೆ,O
ಸುದ್ದಿ,B-POL
ಮಾಧ್ಯಮಡ್,I-POL
ಮಾಹಿತಿ,I-POL
ಬತ್ತಿಲಕನೇ,O
ಜಿಲ್ಲಾ,B-GPE
ಉಸ್ತುವಾರಿ,B-ROL
ಸಚಿವ,I-ROL
ಕೋಟ,B-PER
ಶ್ರೀನಿವಾಸ,I-PER
ಪೂಜಾರಿ,I-PER
ಮೇರ್,O
ಜಿಲ್ಲಾಧಿಕಾರಿಲೆನ,B-ROL
ಕಚೇರಿಡ್,B-ORG
ಶಾಸಕೆರ್,B-ROL
ಬೊಕ್ಕ,O
ಸಂಸದೆರ್ನೊಟ್ಟಿಗೆ,B-ROL
ತುರ್ತು,B-POL
ಸಭೆ,I-POL
ನಡಪಾದ್,O
ಅಧಿಕಾರಿಲೆರ್ದ್,B-ROL
ಮಾಹಿತಿ,B-POL
ಪಡೆಯೊಂಡೆರ್,O
.,O
ಜಿಲ್ಲಾಧಿಕಾರಿ,B-ROL
ಡಾ|,B-PER
ರಾಜೇಂದ್ರ,I-PER
ಕೆ.ವಿ.,I-PER
ಆಕ್ಸಿಜನ್,B-MED
ಸ್ಥಿತಿಗತಿದ,O
ಬಗ್ಗೆ,O
ತೆರಿಪಾಯೆರ್,O
.,O
ಸದ್ಯ,O
ಜಿಲ್ಲೆಡ್,B-GPE
ಬಳ್ಳಾರಿ,B-LOC
ಬೊಕ್ಕ,O
ಪಾಲಕ್ಕಾಡ್ರ್ದ್,B-LOC
25,B-NUM
ಟನ್,O
ಆಕ್ಸಿಜನ್,B-MED
ಬರೊಂದು,O
ಉಂಡು,O
",",O
ಇತ್ತೆ,O
ಮುಟ,O
ಒವ್ವೆ,O
ಕಷ್ಟ,O
ಬೈದುಂಜಿ,O
.,O
